timeOnIce,assists,goals,shots,hits,powerPlayGoals,powerPlayAssists,penaltyMinutes,faceOffPct,faceOffWins,faceoffTaken,takeaways,giveaways,shortHandedGoals,shortHandedAssists,blocked,plusMinus,evenTimeOnIce,powerPlayTimeOnIce,shortHandedTimeOnIce,position,date,name,team,opponent,birthdate,id,aged,pim,saves,powerPlaySaves,shortHandedSaves,evenSaves,shortHandedShotsAgainst,evenShotsAgainst,powerPlayShotsAgainst,decision,savePercentage,powerPlaySavePercentage,shortHandedSavePercentage,evenStrengthSavePercentage,shutout
529,0,0,0,1,0,0,2,50.0,4,8,0,0,0,0,0,0,509,0,20,C,2023-10-26,Rasmus Kupari,WPG,DET,2000-03-15,ID8480845,8625,0,0,0,0,0,0,0,0,,,,,,0
683,0,0,1,0,0,0,0,50.0,1,2,0,0,0,0,0,0,555,0,128,C,2023-10-26,David Gustafsson,WPG,DET,2000-04-11,ID8481019,8598,0,0,0,0,0,0,0,0,,,,,,0
1431,1,0,3,1,0,0,2,,0,0,1,0,0,0,1,1,1220,209,2,D,2023-10-26,Josh Morrissey,WPG,DET,1995-03-28,ID8477504,10439,0,0,0,0,0,0,0,0,,,,,,0
918,1,1,3,0,0,0,0,,0,0,0,0,0,0,4,1,778,140,0,RW,2023-10-26,Nino Niederreiter,WPG,DET,1992-09-08,ID8475799,11370,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-26,Dominic Toninato,WPG,DET,1994-03-09,ID8476952,10823,0,0,0,0,0,0,0,0,,,,,,0
3600,0,0,36,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-26,Connor Hellebuyck,WPG,DET,1993-05-19,ID8476945,11117,0,35,7,1,27,1,28,7,W,97.22222222222221,100.0,100.0,96.42857142857143,0
1110,0,0,1,0,0,0,0,42.86,9,21,0,0,0,0,1,-2,1044,66,0,C,2023-10-26,Matty Beniers,SEA,CAR,2002-11-05,ID8482665,7660,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-26,Jaycob Megna,SEA,CAR,1992-12-10,ID8477034,11277,0,0,0,0,0,0,0,0,,,,,,0
1233,1,0,1,0,0,0,0,,0,0,0,2,0,0,2,1,1111,2,120,D,2023-10-26,Jamie Oleksiak,SEA,CAR,1992-12-21,ID8476467,11266,0,0,0,0,0,0,0,0,,,,,,0
1112,0,0,2,0,0,0,0,0.0,0,1,0,0,0,0,1,-1,1056,56,0,RW,2023-10-26,Jordan Eberle,SEA,CAR,1990-05-15,ID8474586,12217,0,0,0,0,0,0,0,0,,,,,,0
454,0,0,0,2,0,0,0,44.44,4,9,0,0,0,0,1,-1,380,0,74,LW,2023-10-26,Pierre-Edouard Bellemare,SEA,CAR,1985-03-06,ID8477930,14113,0,0,0,0,0,0,0,0,,,,,,0
941,0,0,0,5,0,0,0,,0,0,0,1,0,0,2,0,886,55,0,RW,2023-10-26,Eeli Tolvanen,SEA,CAR,1999-04-22,ID8480009,8953,0,0,0,0,0,0,0,0,,,,,,0
760,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,510,213,37,RW,2023-10-26,Jakob Silfverberg,ANA,BOS,1990-10-13,ID8475164,12066,0,0,0,0,0,0,0,0,,,,,,0
1320,0,0,3,1,0,0,2,,0,0,1,0,0,0,1,-2,1072,93,155,D,2023-10-26,MacKenzie Weegar,CGY,STL,1994-01-07,ID8477346,10884,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-26,Robert Hagg,ANA,BOS,1995-02-08,ID8477462,10487,0,0,0,0,0,0,0,0,,,,,,0
1279,1,0,1,3,0,0,2,,0,0,0,0,0,0,0,0,1176,5,98,D,2023-10-26,Jackson LaCombe,ANA,BOS,2001-01-09,ID8481605,8325,0,0,0,0,0,0,0,0,,,,,,0
806,0,0,1,0,0,0,0,0.0,0,1,0,0,0,0,1,0,642,33,131,C,2023-10-26,Mattias Janmark,EDM,NYR,1992-12-08,ID8477406,11279,0,0,0,0,0,0,0,0,,,,,,0
874,0,0,3,2,0,0,2,,0,0,2,1,0,0,0,-1,843,31,0,LW,2023-10-26,Warren Foegele,EDM,NYR,1996-04-01,ID8477998,10069,0,0,0,0,0,0,0,0,,,,,,0
1060,0,0,3,1,0,0,0,,0,0,1,0,0,0,0,-1,902,156,2,LW,2023-10-26,Zach Hyman,EDM,NYR,1992-06-09,ID8475786,11461,0,0,0,0,0,0,0,0,,,,,,0
917,0,0,2,0,0,0,0,,0,0,0,0,0,0,0,-2,822,0,95,D,2023-10-26,Brett Kulak,EDM,NYR,1994-01-06,ID8476967,10885,0,0,0,0,0,0,0,0,,,,,,0
1169,0,0,1,2,0,0,2,,0,0,0,2,0,0,2,0,1130,32,7,D,2023-10-26,Mattias Ekholm,EDM,NYR,1990-05-24,ID8475218,12208,0,0,0,0,0,0,0,0,,,,,,0
1081,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,976,0,105,D,2023-10-26,Cody Ceci,EDM,NYR,1993-12-21,ID8476879,10901,0,0,0,0,0,0,0,0,,,,,,0
933,0,0,1,2,0,0,0,50.0,1,2,1,1,0,0,0,-1,908,0,25,LW,2023-10-26,Dylan Holloway,EDM,NYR,2001-09-23,ID8482077,8068,0,0,0,0,0,0,0,0,,,,,,0
707,0,0,5,0,0,0,0,,0,0,0,0,0,0,0,-2,614,93,0,RW,2023-10-26,Matt Coronato,CGY,STL,2002-11-14,ID8482679,7651,0,0,0,0,0,0,0,0,,,,,,0
1276,0,0,3,0,0,0,0,50.0,10,20,1,2,0,0,0,0,1118,131,27,C,2023-10-26,Leon Draisaitl,EDM,NYR,1995-10-27,ID8477934,10226,0,0,0,0,0,0,0,0,,,,,,0
944,0,0,1,0,0,0,0,71.43,5,7,2,3,0,0,0,-2,851,93,0,C,2023-10-26,Nazem Kadri,CGY,STL,1990-10-06,ID8475172,12073,0,0,0,0,0,0,0,0,,,,,,0
861,0,0,2,1,0,0,2,62.5,5,8,1,1,0,0,1,0,754,8,99,C,2023-10-26,Yegor Sharangovich,CGY,STL,1998-06-06,ID8481068,9273,0,0,0,0,0,0,0,0,,,,,,0
3565,0,0,34,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-26,Jacob Markstrom,CGY,STL,1990-01-31,ID8474593,12321,0,32,7,0,25,1,26,7,L,94.11764705882352,100.0,0.0,96.15384615384616,0
950,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,846,39,65,LW,2023-10-26,Andrew Mangiapane,CGY,STL,1996-04-04,ID8478233,10066,0,0,0,0,0,0,0,0,,,,,,0
1157,0,0,0,2,0,0,0,43.75,7,16,0,1,0,0,0,-2,927,93,137,C,2023-10-26,Elias Lindholm,CGY,STL,1994-12-02,ID8477496,10555,0,0,0,0,0,0,0,0,,,,,,0
715,0,0,3,0,0,0,0,,0,0,0,1,0,0,0,-1,676,39,0,LW,2023-10-26,Dryden Hunt,CGY,STL,1995-11-24,ID8478211,10198,0,0,0,0,0,0,0,0,,,,,,0
566,0,0,2,1,0,0,7,,0,0,0,0,0,0,0,0,551,8,7,LW,2023-10-26,A.J. Greer,CGY,STL,1996-12-14,ID8478421,9812,0,0,0,0,0,0,0,0,,,,,,0
1330,0,0,0,0,0,0,0,,0,0,1,1,0,0,1,-1,1123,39,168,D,2023-10-26,Noah Hanifin,CGY,STL,1997-01-25,ID8478396,9770,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-26,Rasmus Andersson,CGY,STL,1996-10-27,ID8478397,9860,0,0,0,0,0,0,0,0,,,,,,0
627,0,0,2,1,0,0,0,,0,0,0,0,0,0,0,0,612,8,7,RW,2023-10-26,Walker Duehr,CGY,STL,1997-11-23,ID8482652,9468,0,0,0,0,0,0,0,0,,,,,,0
1129,0,0,2,1,0,0,0,0.0,0,1,2,1,0,0,0,-1,1016,57,56,RW,2023-10-26,Connor Brown,EDM,NYR,1994-01-14,ID8477015,10877,0,0,0,0,0,0,0,0,,,,,,0
561,0,0,2,3,0,0,0,,0,0,0,0,0,0,0,0,548,0,13,LW,2023-10-26,Adam Erne,EDM,NYR,1995-04-20,ID8477454,10416,0,0,0,0,0,0,0,0,,,,,,0
1165,0,0,2,1,0,0,0,,0,0,0,0,0,0,4,-2,965,35,165,D,2023-10-26,Darnell Nurse,EDM,NYR,1995-02-04,ID8477498,10491,0,0,0,0,0,0,0,0,,,,,,0
724,0,0,1,3,0,0,0,0.0,0,1,1,0,0,0,0,0,552,34,138,RW,2023-10-26,Brett Leason,ANA,BOS,1999-04-30,ID8481517,8945,0,0,0,0,0,0,0,0,,,,,,0
840,0,0,1,1,0,0,0,50.0,8,16,0,0,0,0,1,0,480,208,152,C,2023-10-26,Adam Henrique,ANA,BOS,1990-02-06,ID8474641,12315,0,0,0,0,0,0,0,0,,,,,,0
422,0,0,1,1,0,0,0,,0,0,0,2,0,0,0,0,422,0,0,LW,2023-10-26,Max Jones,ANA,BOS,1998-02-17,ID8479368,9382,0,0,0,0,0,0,0,0,,,,,,0
1331,1,1,2,0,0,0,0,,0,0,1,1,0,0,0,1,976,355,0,RW,2023-10-26,Troy Terry,ANA,BOS,1997-09-10,ID8478873,9542,0,0,0,0,0,0,0,0,,,,,,0
549,0,0,0,2,0,0,0,,0,0,0,0,0,0,0,0,522,27,0,LW,2023-10-26,Ross Johnston,ANA,BOS,1994-02-18,ID8477527,10842,0,0,0,0,0,0,0,0,,,,,,0
770,1,0,2,1,0,0,0,85.71,6,7,0,0,0,0,0,2,500,132,138,C,2023-10-26,Sam Carrick,ANA,BOS,1992-02-04,ID8475842,11587,0,0,0,0,0,0,0,0,,,,,,0
1071,2,0,2,0,0,0,0,28.57,2,7,2,1,0,0,0,2,723,346,2,C,2023-10-26,Ryan Strome,ANA,BOS,1993-07-11,ID8476458,11064,0,0,0,0,0,0,0,0,,,,,,0
1731,0,0,1,0,0,0,0,,0,0,2,0,0,0,2,-1,1321,220,190,D,2023-10-26,Cam Fowler,ANA,BOS,1991-12-05,ID8475764,11648,0,0,0,0,0,0,0,0,,,,,,0
1357,1,1,3,1,0,0,0,38.46,5,13,1,1,0,0,0,2,1000,354,3,C,2023-10-26,Leo Carlsson,ANA,BOS,2004-12-26,ID8484153,6878,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-26,Tristan Luneau,ANA,BOS,2004-01-12,ID8483482,7227,0,0,0,0,0,0,0,0,,,,,,0
1264,1,0,2,3,0,0,0,,0,0,0,1,0,0,2,1,861,392,11,D,2023-10-26,Pavel Mintyukov,ANA,BOS,2003-11-25,ID8483490,7275,0,0,0,0,0,0,0,0,,,,,,0
743,0,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,718,0,25,D,2023-10-26,Philip Broberg,EDM,NYR,2001-06-25,ID8481598,8158,0,0,0,0,0,0,0,0,,,,,,0
764,0,0,0,0,0,0,0,,0,0,1,1,0,0,1,0,620,0,144,D,2023-10-26,Vincent Desharnais,EDM,NYR,1996-05-29,ID8479576,10011,0,0,0,0,0,0,0,0,,,,,,0
1217,0,0,3,0,0,0,0,,0,0,2,0,0,0,2,0,1064,153,0,D,2023-10-26,Evan Bouchard,EDM,NYR,1999-10-20,ID8480803,8772,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-26,Connor McDavid,EDM,NYR,1997-01-13,ID8478402,9782,0,0,0,0,0,0,0,0,,,,,,0
1157,0,0,3,5,0,0,2,,0,0,1,0,0,0,0,0,954,157,46,LW,2023-10-26,Evander Kane,EDM,NYR,1991-08-02,ID8475169,11773,0,0,0,0,0,0,0,0,,,,,,0
823,0,0,1,1,0,0,0,30.77,4,13,0,0,0,0,0,-1,769,0,54,C,2023-10-26,Ryan McLeod,EDM,NYR,1999-09-21,ID8480802,8801,0,0,0,0,0,0,0,0,,,,,,0
3600,0,0,32,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-26,Stuart Skinner,EDM,NYR,1998-11-01,ID8479973,9125,0,29,4,0,25,0,27,5,L,90.625,80.0,,92.5925925925926,0
1222,0,0,1,0,0,0,0,38.46,5,13,0,1,0,0,0,-1,945,155,122,C,2023-10-26,Ryan Nugent-Hopkins,EDM,NYR,1993-04-12,ID8476454,11154,0,0,0,0,0,0,0,0,,,,,,0
3536,0,0,30,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-26,John Gibson,ANA,BOS,1993-07-14,ID8476434,11061,0,27,5,0,22,0,24,6,W,90.0,83.33333333333334,,91.66666666666666,0
1115,0,0,1,0,0,0,0,,0,0,0,1,0,0,1,-3,1020,0,95,D,2023-10-26,Samuel Girard,COL,PIT,1998-05-12,ID8479398,9298,0,0,0,0,0,0,0,0,,,,,,0
766,0,1,1,0,0,0,0,40.0,2,5,2,0,0,0,1,1,761,0,5,C,2023-10-27,Ryan Donato,CHI,VGK,1996-04-09,ID8477987,10062,0,0,0,0,0,0,0,0,,,,,,0
1292,1,0,0,0,0,0,2,,0,0,0,0,0,0,1,0,1085,0,207,D,2023-10-27,Wyatt Kaiser,CHI,VGK,2002-07-31,ID8482176,7758,0,0,0,0,0,0,0,0,,,,,,0
1075,1,0,2,1,0,1,0,,0,0,0,1,0,0,1,-1,673,394,8,LW,2023-10-27,Kevin Fiala,LAK,ARI,1996-07-22,ID8477942,9958,0,0,0,0,0,0,0,0,,,,,,0
1047,0,0,2,2,0,0,2,47.37,9,19,0,0,0,0,0,0,920,122,5,C,2023-10-27,Phillip Danault,LAK,ARI,1993-02-24,ID8476479,11202,0,0,0,0,0,0,0,0,,,,,,0
1235,0,0,2,4,0,0,0,,0,0,1,0,0,0,2,-2,1095,27,113,D,2023-10-27,Matt Roy,LAK,ARI,1995-03-01,ID8478911,10467,0,0,0,0,0,0,0,0,,,,,,0
1160,0,1,4,0,0,0,0,50.0,9,18,1,0,0,0,0,1,686,383,91,C,2023-10-27,Anze Kopitar,LAK,ARI,1987-08-24,ID8471685,13213,0,0,0,0,0,0,0,0,,,,,,0
992,1,0,2,0,0,0,0,,0,0,0,2,0,0,0,1,889,103,0,RW,2023-10-27,Arthur Kaliyev,LAK,ARI,2001-06-26,ID8481560,8158,0,0,0,0,0,0,0,0,,,,,,0
713,0,0,1,3,0,0,0,75.0,9,12,0,1,0,0,0,0,607,0,106,C,2023-10-27,Blake Lizotte,LAK,ARI,1997-12-13,ID8481481,9449,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-27,Matt Boldy,MIN,WSH,2001-04-05,ID8481557,8240,0,0,0,0,0,0,0,0,,,,,,0
768,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,419,349,0,D,2023-10-27,Calen Addison,MIN,WSH,2000-04-11,ID8480884,8599,0,0,0,0,0,0,0,0,,,,,,0
1354,0,0,4,1,0,0,0,56.52,13,23,0,0,0,0,0,0,898,312,144,C,2023-10-27,Joel Eriksson Ek,MIN,WSH,1997-01-29,ID8478493,9767,0,0,0,0,0,0,0,0,,,,,,0
726,0,0,1,3,0,0,0,25.0,1,4,0,1,0,0,3,0,629,0,97,C,2023-10-27,Connor Dewar,MIN,WSH,1999-06-26,ID8480980,8889,0,0,0,0,0,0,0,0,,,,,,0
1598,0,0,2,0,0,0,0,,0,0,0,0,0,0,3,1,1394,11,193,D,2023-10-27,Brock Faber,MIN,WSH,2002-08-22,ID8482122,7736,0,0,0,0,0,0,0,0,,,,,,0
1126,0,1,4,0,0,0,0,50.0,4,8,2,0,0,0,0,1,857,212,57,C,2023-10-27,Marco Rossi,MIN,WSH,2001-09-23,ID8482079,8069,0,0,0,0,0,0,0,0,,,,,,0
1532,0,0,2,0,0,0,0,,0,0,0,4,0,0,0,1,1141,195,196,D,2023-10-27,Jonas Brodin,MIN,WSH,1993-07-12,ID8476463,11064,0,0,0,0,0,0,0,0,,,,,,0
1102,1,0,3,1,0,0,0,50.0,1,2,1,0,0,0,0,1,897,197,8,LW,2023-10-27,Marcus Foligno,MIN,WSH,1991-08-10,ID8475220,11766,0,0,0,0,0,0,0,0,,,,,,0
1175,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,0,847,328,0,RW,2023-10-27,Mats Zuccarello,MIN,WSH,1987-09-01,ID8475692,13205,0,0,0,0,0,0,0,0,,,,,,0
1078,0,0,5,0,0,0,4,,0,0,0,0,0,0,1,-1,846,232,0,LW,2023-10-27,Pat Maroon,MIN,WSH,1988-04-23,ID8474034,12970,0,0,0,0,0,0,0,0,,,,,,0
1120,0,0,0,0,0,0,0,,0,0,1,2,0,0,2,0,1065,0,55,D,2023-10-27,Dakota Mermis,MIN,WSH,1994-01-05,ID8477541,10887,0,0,0,0,0,0,0,0,,,,,,0
1060,0,1,4,0,0,0,0,41.67,5,12,1,0,0,0,0,1,706,212,142,RW,2023-10-27,Ryan Hartman,MIN,WSH,1994-09-20,ID8477451,10629,0,0,0,0,0,0,0,0,,,,,,0
594,0,0,0,2,0,0,0,,0,0,0,2,0,0,1,0,553,0,41,RW,2023-10-27,Brandon Duhaime,MIN,WSH,1997-05-22,ID8479520,9654,0,0,0,0,0,0,0,0,,,,,,0
1496,0,0,6,0,0,0,0,,0,0,1,2,0,0,0,0,1145,351,0,LW,2023-10-27,Kirill Kaprizov,MIN,WSH,1997-04-26,ID8478864,9680,0,0,0,0,0,0,0,0,,,,,,0
1021,0,0,0,0,0,0,4,,0,0,1,1,0,0,1,0,993,0,28,D,2023-10-27,Jake Middleton,MIN,WSH,1996-01-02,ID8478136,10160,0,0,0,0,0,0,0,0,,,,,,0
646,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,621,0,25,D,2023-10-27,Jon Merrill,MIN,WSH,1992-02-03,ID8475750,11589,0,0,0,0,0,0,0,0,,,,,,0
1299,1,0,5,1,0,0,0,0.0,0,1,1,0,0,0,1,0,972,321,6,LW,2023-10-27,Marcus Johansson,MIN,WSH,1990-10-06,ID8475149,12074,0,0,0,0,0,0,0,0,,,,,,0
698,0,0,2,1,0,0,0,50.0,1,2,0,0,0,0,1,0,698,0,0,C,2023-10-27,Vinni Lettieri,MIN,WSH,1995-02-06,ID8479968,10490,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-27,Jujhar Khaira,MIN,WSH,1994-08-13,ID8476915,10667,0,0,0,0,0,0,0,0,,,,,,0
3853,0,0,33,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-27,Marc-Andre Fleury,MIN,WSH,1984-11-28,ID8470594,14212,0,31,6,0,25,1,25,7,OTL,93.93939393939394,85.71428571428571,0.0,100.0,0
252,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,252,0,0,D,2023-10-27,Daemon Hunt,MIN,WSH,2002-05-15,ID8482094,7835,0,0,0,0,0,0,0,0,,,,,,0
704,0,0,0,2,0,0,0,,0,0,0,0,0,0,1,0,671,0,33,D,2023-10-27,Andreas Englund,LAK,ARI,1996-01-21,ID8477971,10141,0,0,0,0,0,0,0,0,,,,,,0
1105,2,0,7,1,0,1,0,,0,0,0,1,0,0,0,1,639,382,84,RW,2023-10-27,Adrian Kempe,LAK,ARI,1996-09-13,ID8477960,9905,0,0,0,0,0,0,0,0,,,,,,0
1149,1,1,2,1,0,0,0,,0,0,0,0,0,0,1,1,1024,0,125,D,2023-10-27,Mikey Anderson,LAK,ARI,1999-05-25,ID8479998,8921,0,0,0,0,0,0,0,0,,,,,,0
1642,0,2,4,1,1,0,0,,0,0,1,0,0,0,2,1,1161,376,105,D,2023-10-27,Drew Doughty,LAK,ARI,1989-12-08,ID8474563,12376,0,0,0,0,0,0,0,0,,,,,,0
891,0,0,3,5,0,0,2,46.15,6,13,1,0,0,0,0,-2,737,130,24,C,2023-10-27,Brayden Schenn,STL,VAN,1991-08-22,ID8475170,11754,0,0,0,0,0,0,0,0,,,,,,0
1241,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,-3,974,0,267,D,2023-10-27,Nick Leddy,STL,VAN,1991-03-20,ID8475181,11909,0,0,0,0,0,0,0,0,,,,,,0
1521,0,0,1,1,0,0,0,,0,0,0,1,0,0,6,-2,1251,0,270,D,2023-10-27,Colton Parayko,STL,VAN,1993-05-12,ID8476892,11125,0,0,0,0,0,0,0,0,,,,,,0
969,0,0,1,1,0,0,2,,0,0,0,1,0,0,1,-2,674,130,165,D,2023-10-27,Torey Krug,STL,VAN,1991-04-12,ID8476792,11886,0,0,0,0,0,0,0,0,,,,,,0
605,0,0,1,1,0,0,0,,0,0,0,0,0,0,1,-1,559,0,46,D,2023-10-27,Robert Bortuzzo,STL,VAN,1989-03-18,ID8474145,12641,0,0,0,0,0,0,0,0,,,,,,0
3600,0,0,35,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-27,Jordan Binnington,STL,VAN,1993-07-11,ID8476412,11065,0,30,6,0,24,1,28,6,L,85.71428571428571,100.0,0.0,85.71428571428571,0
802,0,0,1,1,0,0,0,45.45,5,11,0,0,0,0,0,-1,692,110,0,RW,2023-10-27,Kevin Hayes,STL,VAN,1992-05-08,ID8475763,11494,0,0,0,0,0,0,0,0,,,,,,0
1005,0,0,3,0,0,0,2,0.0,0,1,0,0,0,0,0,-3,671,130,204,LW,2023-10-27,Pavel Buchnevich,STL,VAN,1995-04-17,ID8477402,10420,0,0,0,0,0,0,0,0,,,,,,0
770,0,0,1,5,0,0,0,,0,0,0,1,0,0,0,-1,660,110,0,LW,2023-10-27,Sammy Blais,STL,VAN,1996-06-17,ID8478104,9993,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-27,Jakub Vrana,STL,VAN,1996-02-28,ID8477944,10103,0,0,0,0,0,0,0,0,,,,,,0
957,0,0,1,0,0,0,4,,0,0,0,0,0,0,1,0,957,0,0,LW,2023-10-27,Brandon Saad,STL,VAN,1992-10-27,ID8476438,11322,0,0,0,0,0,0,0,0,,,,,,0
1015,0,0,2,1,0,0,0,50.0,1,2,0,0,0,0,1,-1,777,110,128,RW,2023-10-27,Kasperi Kapanen,STL,VAN,1996-07-23,ID8477953,9957,0,0,0,0,0,0,0,0,,,,,,0
1273,0,0,2,2,0,0,0,,0,0,0,1,0,0,3,0,994,110,169,D,2023-10-27,Justin Faulk,STL,VAN,1992-03-20,ID8475753,11543,0,0,0,0,0,0,0,0,,,,,,0
636,0,0,0,1,0,0,0,33.33,1,3,0,0,0,0,0,1,554,82,0,C,2023-10-27,Peyton Krebs,BUF,NJD,2001-01-26,ID8481522,8309,0,0,0,0,0,0,0,0,,,,,,0
933,0,0,0,1,0,0,0,44.44,4,9,0,0,0,0,0,-1,749,0,184,C,2023-10-27,Oskar Sundqvist,STL,VAN,1994-03-23,ID8476897,10810,0,0,0,0,0,0,0,0,,,,,,0
701,0,0,0,4,0,0,4,,0,0,0,0,0,0,0,-2,613,0,88,RW,2023-10-27,Alexey Toropchenko,STL,VAN,1999-06-25,ID8480281,8890,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-27,Tobias Bjornfot,LAK,ARI,2001-04-06,ID8481600,8239,0,0,0,0,0,0,0,0,,,,,,0
738,1,1,3,0,0,0,0,50.0,1,2,1,1,0,0,0,2,615,123,0,RW,2023-10-27,Quinton Byfield,LAK,ARI,2002-08-19,ID8482124,7739,0,0,0,0,0,0,0,0,,,,,,0
620,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,-1,620,0,0,RW,2023-10-27,Alex Laferriere,LAK,ARI,2001-10-28,ID8482155,8034,0,0,0,0,0,0,0,0,,,,,,0
3064,0,0,18,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-27,Cam Talbot,LAK,ARI,1987-07-05,ID8475660,13263,0,17,3,0,14,0,15,3,W,94.44444444444444,100.0,,93.33333333333333,0
1209,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,-2,1075,29,105,D,2023-10-27,Vladislav Gavrikov,LAK,ARI,1995-11-21,ID8478882,10202,0,0,0,0,0,0,0,0,,,,,,0
0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,N/A,2023-10-27,Jaret Anderson-Dolan,LAK,ARI,1999-09-12,ID8479994,8811,0,0,0,0,0,0,0,0,,,,,,0
1129,0,0,1,1,0,0,2,58.33,7,12,0,1,0,0,1,-1,747,373,9,C,2023-10-27,Pierre-Luc Dubois,LAK,ARI,1998-06-24,ID8479400,9256,0,0,0,0,0,0,0,0,,,,,,0
1091,1,0,4,0,0,0,0,0.0,0,2,0,1,0,0,0,1,942,115,34,LW,2023-10-27,Trevor Moore,LAK,ARI,1995-03-31,ID8479675,10437,0,0,0,0,0,0,0,0,,,,,,0
724,0,0,4,1,0,0,0,25.0,1,4,0,0,0,0,0,-1,611,0,113,C,2023-10-27,Trevor Lewis,LAK,ARI,1987-01-08,ID8473453,13441,0,0,0,0,0,0,0,0,,,,,,0
771,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,673,98,0,D,2023-10-27,Jordan Spence,LAK,ARI,2001-02-24,ID8481606,8280,0,0,0,0,0,0,0,0,,,,,,0
691,0,0,2,3,0,0,0,,0,0,0,0,0,0,0,-1,662,0,29,RW,2023-10-27,Carl Grundstrom,LAK,ARI,1997-12-01,ID8479336,9461,0,0,0,0,0,0,0,0,,,,,,0
501,0,0,6,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-27,Pheonix Copley,LAK,ARI,1992-01-18,ID8477831,11605,0,3,0,0,3,0,6,0,,50.0,,,50.0,0
663,0,0,0,1,0,0,0,,0,0,0,0,0,0,2,-1,619,0,44,D,2023-10-27,Marco Scandella,STL,VAN,1990-02-23,ID8474618,12299,0,0,0,0,0,0,0,0,,,,,,0
1155,0,1,3,2,0,0,0,35.29,6,17,1,0,0,0,0,0,1048,107,0,C,2023-10-27,Connor Bedard,CHI,VGK,2005-07-17,ID8484144,6676,0,0,0,0,0,0,0,0,,,,,,0
713,0,0,0,1,0,0,0,60.0,3,5,0,0,0,0,0,1,630,17,66,C,2023-10-27,Tyson Jost,BUF,NJD,1998-03-14,ID8479370,9358,0,0,0,0,0,0,0,0,,,,,,0
1688,0,0,21,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,G,2023-10-27,Ukko-Pekka Luukkonen,BUF,NJD,1999-03-09,ID8480045,8998,2,18,6,1,11,2,12,7,L,85.71428571428571,85.71428571428571,50.0,91.66666666666666,0
1022,0,0,0,2,0,0,2,40.0,2,5,0,0,0,0,1,0,713,116,193,C,2023-10-27,Luke Kunin,SJS,CAR,1997-12-04,ID8479316,9458,0,0,0,0,0,0,0,0,,,,,,0
598,0,0,1,1,0,0,0,33.33,2,6,0,0,0,0,0,-1,563,0,35,C,2023-10-27,Jacob Peterson,SJS,CAR,1999-07-19,ID8480216,8866,0,0,0,0,0,0,0,0,,,,,,0
931,0,0,1,1,0,0,0,0.0,0,2,1,0,0,0,0,-2,725,118,88,RW,2023-10-27,Filip Zadina,SJS,CAR,1999-11-27,ID8480821,8735,0,0,0,0,0,0,0,0,,,,,,0
